date_utc,tag,repo,commit,env,ram_used,ram_total,flash_used,flash_total,ram_delta_vs_prev,flash_delta_vs_prev,previous_tag
2026-05-07T11:04:01+00:00,v0.8.0-beta,warwickchapman/lora-rs,7fa29399a5687d9b6adb84e761f1b9d33ac6853f,lrs_us,61824,81920,799416,1044464,,,v0.7.0-beta
2026-05-07T11:04:01+00:00,v0.8.0-beta,warwickchapman/lora-rs,7fa29399a5687d9b6adb84e761f1b9d33ac6853f,lrs_za,61824,81920,799408,1044464,,,v0.7.0-beta
2026-05-17T20:41:15+00:00,v0.9.1-beta,warwickchapman/lora-rs,de29e6e867461b805ee0a888b3b377f6e44fe6c5,lrs_us,54816,81920,514556,1044464,-7008,-284860,v0.9.0-beta
2026-05-17T20:41:15+00:00,v0.9.1-beta,warwickchapman/lora-rs,de29e6e867461b805ee0a888b3b377f6e44fe6c5,lrs_za,54816,81920,514556,1044464,-7008,-284852,v0.9.0-beta
2026-06-02T06:43:03+00:00,v0.9.2-beta,warwickchapman/lora-rs,62eaaa0ee51c7de5ec4d48414ad891c88e22be6c,lrs_us,55916,81920,525112,1044464,1100,10556,v0.9.1-beta
2026-06-02T06:43:03+00:00,v0.9.2-beta,warwickchapman/lora-rs,62eaaa0ee51c7de5ec4d48414ad891c88e22be6c,lrs_za,55916,81920,525112,1044464,1100,10556,v0.9.1-beta
